context,question,answers
Answer in Hindi and English.,उत्तराखंड का राज्यपाल भारतीय संविधान के किस अनुच्छेद के अंतर्गत पद ग्रहण करता है? || Under which article does the Governor of Uttarakhand hold office?,"Hindi: अनुच्छेद 153।
English: Article 153."
Answer in Hindi and English.,उत्तराखंड के राज्यपाल की नियुक्ति कौन करता है? || Who appoints the Governor of Uttarakhand?,"Hindi: भारत के राष्ट्रपति।
English: The President of India."
Answer in Hindi and English.,उत्तराखंड का राज्यपाल सामान्यतः कितने वर्षों के लिए पद पर रहता है? || For how many years does the Governor of Uttarakhand normally hold office?,"Hindi: पाँच वर्ष।
English: Five years."
Answer in Hindi and English.,उत्तराखंड के राज्यपाल को पद की शपथ कौन दिलाता है? || Who administers the oath of office to the Governor of Uttarakhand?,"Hindi: उत्तराखंड उच्च न्यायालय के मुख्य न्यायाधीश।
English: The Chief Justice of the Uttarakhand High Court."
Answer in Hindi and English.,उत्तराखंड का राज्यपाल बनने के लिए न्यूनतम आयु क्या है? || What is the minimum age required to become the Governor of Uttarakhand?,"Hindi: 35 वर्ष।
English: 35 years."
Answer in Hindi and English.,उत्तराखंड के राज्यपाल को पद से कौन हटा सकता है? || Who can remove the Governor of Uttarakhand from office?,"Hindi: भारत के राष्ट्रपति।
English: The President of India."
Answer in Hindi and English.,राज्यपाल पद की शपथ संविधान के किस अनुच्छेद के अंतर्गत ली जाती है? || Under which Article does the Governor take the oath of office?,"Hindi: अनुच्छेद 159।
English: Article 159."
Answer in Hindi and English.,अनुच्छेद 159 के तहत राज्यपाल को शपथ कौन दिलाता है? || Who administers the oath to the Governor under Article 159?,"Hindi: राज्य के उच्च न्यायालय के मुख्य न्यायाधीश।
English: The Chief Justice of the High Court of the State."
Answer in Hindi and English.,क्या उत्तराखंड के राज्यपाल कार्यकाल पूरा होने के बाद पुनः नियुक्त किए जा सकते हैं? || Can the Governor of Uttarakhand be reappointed after completion of tenure?,"Hindi: हाँ, राज्यपाल को पुनः नियुक्त किया जा सकता है।
English: Yes, the Governor can be reappointed."
Answer in Hindi and English.,उत्तराखंड राज्य का कार्यपालिका प्रमुख कौन होता है? || Who acts as the executive head of the state of Uttarakhand?,"Hindi: उत्तराखंड का राज्यपाल।
English: The Governor of Uttarakhand."
Answer in Hindi and English.,राज्यपाल को विधान सभा भंग करने का अधिकार संविधान के किस अनुच्छेद के तहत है? || Under which Article is the Governor empowered to dissolve the Legislative Assembly?,"Hindi: अनुच्छेद 174।
English: Article 174."
Answer in Hindi and English.,उत्तराखंड के मुख्यमंत्री की नियुक्ति कौन करता है? || Who appoints the Chief Minister of Uttarakhand?,"Hindi: उत्तराखंड के राज्यपाल।
English: The Governor of Uttarakhand."
Answer in Hindi and English.,उत्तराखंड के महाधिवक्ता की नियुक्ति कौन करता है? || Who appoints the Advocate General of Uttarakhand?,"Hindi: उत्तराखंड के राज्यपाल।
English: The Governor of Uttarakhand."
Answer in Hindi and English.,राज्यपाल महाधिवक्ता की नियुक्ति संविधान के किस अनुच्छेद के तहत करता है? || Under which Article does the Governor appoint the Advocate General?,"Hindi: अनुच्छेद 165।
English: Article 165."
Answer in Hindi and English.,उत्तराखंड में राष्ट्रपति शासन की सिफारिश कौन कर सकता है? || Who can recommend President’s Rule in Uttarakhand?,"Hindi: उत्तराखंड के राज्यपाल।
English: The Governor of Uttarakhand."
